	id	name	num_neighborhoods_enriched	top	num_connected_components	size_connected_components	num_large_connected_components	domain
28	28	2-oxobutyrate_biosynthetic_process	0.0	False	0		0	0
29	29	2-oxoglutarate_metabolic_process	0.0	False	0		0	0
30	30	2-phosphotransferase_activity	0.0	False	0		0	0
31	31	3,5-cyclic-AMP_phosphodiesterase_activity	0.0	False	0		0	0
32	32	3,5-cyclic-GMP_phosphodiesterase_activity	0.0	False	0		0	0
33	33	3,5-cyclic-nucleotide_phosphodiesterase_activity	0.0	False	0		0	0
34	34	3-5_DNA_helicase_activity	0.0	False	0		0	0
35	35	3-5-exodeoxyribonuclease_activity	0.0	False	0		0	0
36	36	3-5_exonuclease_activity	0.0	False	0		0	0
37	37	3-5-exoribonuclease_activity	0.0	False	0		0	0
38	38	3-5_RNA_helicase_activity	0.0	False	0		0	0
39	39	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA_hydratase_activity	0.0	False	0		0	0
40	40	3-beta-hydroxy-delta5-steroid_dehydrogenase_activity	0.0	False	0		0	0
41	41	3-chloroallyl_aldehyde_dehydrogenase_activity	0.0	False	0		0	0
42	42	3-dehydrosphinganine_reductase_activity	0.0	False	0		0	0
43	43	3-flap_endonuclease_activity	0.0	False	0		0	0
44	44	3-hydroxyacyl-CoA_dehydrogenase_activity	0.0	False	0		0	0
45	45	3-hydroxyanthranilate_3,4-dioxygenase_activity	0.0	False	0		0	0
46	46	3-hydroxybutyrate_dehydrogenase_activity	0.0	False	0		0	0
47	47	3-hydroxyisobutyrate_dehydrogenase_activity	0.0	False	0		0	0
48	48	3-hydroxyisobutyryl-CoA_hydrolase_activity	0.0	False	0		0	0
49	49	3_iron,_4_sulfur_cluster_binding	0.0	False	0		0	0
50	50	3-keto-sphinganine_metabolic_process	0.0	False	0		0	0
51	51	3-keto_sterol_reductase_activity	0.0	False	0		0	0
52	52	3-oxo-5-alpha-steroid_4-dehydrogenase_activity	0.0	False	0		0	0
53	53	3-oxoacid_CoA-transferase_activity	0.0	False	0		0	0
54	54	3-oxoacyl-[acyl-carrier-protein]_synthase_activity	0.0	False	0		0	0
55	55	3-phosphoadenosine_5-phosphosulfate_binding	0.0	False	0		0	0
56	56	3-phosphoadenosine_5-phosphosulfate_biosynthetic_process	0.0	False	0		0	0
57	57	3-phosphoadenosine_5-phosphosulfate_metabolic_process	0.0	False	0		0	0
58	58	3-phosphoadenosine_5-phosphosulfate_transmembrane_transporter_activity	0.0	False	0		0	0
59	59	3-phosphoadenosine_5-phosphosulfate_transport	0.0	False	0		0	0
60	60	3-tyrosyl-DNA_phosphodiesterase_activity	0.0	False	0		0	0
61	61	3-UTR-mediated_mRNA_stabilization	0.0	False	0		0	0
62	62	4-alpha-glucanotransferase_activity	0.0	False	0		0	0
63	63	4-alpha-hydroxytetrahydrobiopterin_dehydratase_activity	0.0	False	0		0	0
64	64	4-aminobutyrate_transaminase_activity	0.0	False	0		0	0
65	65	4-aminobutyrate_transaminase_complex	0.0	False	0		0	0
66	66	4-hydroxy-2-oxoglutarate_aldolase_activity	0.0	False	0		0	0
67	67	4-hydroxyphenylpyruvate_dioxygenase_activity	0.0	False	0		0	0
68	68	4-hydroxyproline_catabolic_process	0.0	False	0		0	0
69	69	4_iron,_4_sulfur_cluster_binding	0.0	False	0		0	0
70	70	4-nitrophenylphosphatase_activity	0.0	False	0		0	0
71	71	5-3_DNA_helicase_activity	0.0	False	0		0	0
72	72	5-3_exodeoxyribonuclease_activity	0.0	False	0		0	0
73	73	5-3_exonuclease_activity	0.0	False	0		0	0
74	74	5-3_exoribonuclease_activity	0.0	False	0		0	0
75	75	5-deoxyribose-5-phosphate_lyase_activity	0.0	False	0		0	0
76	76	5-flap_endonuclease_activity	0.0	False	0		0	0
77	77	5-formyltetrahydrofolate_cyclo-ligase_activity	0.0	False	0		0	0
78	78	5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoic_acid_binding	0.0	False	0		0	0
79	79	5-nucleotidase_activity	0.0	False	0		0	0
80	80	5-oxo-6E,8Z,11Z,14Z-icosatetraenoic_acid_binding	0.0	False	0		0	0
81	81	5-oxoprolinase_(ATP-hydrolyzing)_activity	0.0	False	0		0	0
82	82	5S_class_rRNA_transcription_from_RNA_polymerase_III_type_1_promoter	0.0	False	0		0	0
83	83	5(S)-hydroxyperoxy-6E,8Z,11Z,14Z-icosatetraenoic_acid_binding	0.0	False	0		0	0
84	84	5S_rRNA_binding	0.0	False	0		0	0
85	85	5-tyrosyl-DNA_phosphodiesterase_activity	0.0	False	0		0	0
86	86	6,7-dihydropteridine_reductase_activity	0.0	False	0		0	0
87	87	6-phosphofructo-2-kinase_activity	0.0	False	0		0	0
88	88	6-phosphofructokinase_activity	0.0	False	0		0	0
89	89	6-phosphofructokinase_complex	0.0	False	0		0	0
90	90	6-phosphogluconolactonase_activity	0.0	False	0		0	0
91	91	6-pyruvoyltetrahydropterin_synthase_activity	0.0	False	0		0	0
92	92	7-dehydrocholesterol_reductase_activity	0.0	False	0		0	0
93	93	7-methylguanosine_cap_hypermethylation	0.0	False	0		0	0
94	94	7-methylguanosine_mRNA_capping	0.0	False	0		0	0
95	95	7S_RNA_binding	0.0	False	0		0	0
96	96	8-hydroxy-dADP_phosphatase_activity	0.0	False	0		0	0
97	97	8-oxo-7,8-dihydrodeoxyguanosine_triphosphate_pyrophosphatase_activity	0.0	False	0		0	0
98	98	8-oxo-7,8-dihydroguanosine_triphosphate_pyrophosphatase_activity	0.0	False	0		0	0
99	99	8-oxo-dGDP_phosphatase_activity	0.0	False	0		0	0
100	100	8-oxo-GDP_phosphatase_activity	0.0	False	0		0	0
101	101	90S_preribosome	0.0	False	0		0	0
102	102	9-cis-retinoic_acid_biosynthetic_process	0.0	False	0		0	0
103	103	9-cis_retinoic_acid_receptor_activity	0.0	False	0		0	0
104	104	A_band	0.0	False	0		0	0
105	105	abducens_nerve_formation	0.0	False	0		0	0
106	106	abscission	0.0	False	0		0	0
107	107	acetate-CoA_ligase_activity	0.0	False	0		0	0
108	108	acetate_metabolic_process	0.0	False	0		0	0
109	109	acetylcholine-activated_cation-selective_channel_activity	0.0	False	0		0	0
110	110	acetylcholine_binding	0.0	False	0		0	0
111	111	acetylcholine_biosynthetic_process	0.0	False	0		0	0
112	112	acetylcholine_catabolic_process	0.0	False	0		0	0
113	113	acetylcholine_catabolic_process_in_synaptic_cleft	0.0	False	0		0	0
114	114	acetylcholine-gated_channel_complex	0.0	False	0		0	0
115	115	acetylcholine_receptor_activator_activity	0.0	False	0		0	0
116	116	acetylcholine_receptor_activity	0.0	False	0		0	0
117	117	acetylcholine_receptor_binding	0.0	False	0		0	0
118	118	acetylcholinesterase_activity	0.0	False	0		0	0
119	119	acetyl-CoA_biosynthetic_process	0.0	False	0		0	0
120	120	acetyl-CoA_biosynthetic_process_from_pyruvate	0.0	False	0		0	0
121	121	acetyl-CoA_C-acetyltransferase_activity	0.0	False	0		0	0
122	122	acetyl-CoA_C-acyltransferase_activity	0.0	False	0		0	0
123	123	acetyl-CoA_carboxylase_activity	0.0	False	0		0	0
124	124	acetyl-CoA_catabolic_process	0.0	False	0		0	0
125	125	acetyl-CoA_hydrolase_activity	0.0	False	0		0	0
126	126	acetyl-CoA:L-glutamate_N-acetyltransferase_activity	0.0	False	0		0	0
127	127	acetyl-CoA_metabolic_process	0.0	False	0		0	0
128	128	acetyl-CoA_transport	0.0	False	0		0	0
129	129	acetylgalactosaminyltransferase_activity	0.0	False	0		0	0
130	130	acetylglucosaminyltransferase_activity	0.0	False	0		0	0
131	131	acetylpyruvate_hydrolase_activity	0.0	False	0		0	0
132	132	acetyltransferase_activator_activity	0.0	False	0		0	0
133	133	acetyltransferase_activity	0.0	False	0		0	0
134	134	ACF_complex	0.0	False	0		0	0
135	135	acid-amino_acid_ligase_activity	0.0	False	0		0	0
136	136	acid_phosphatase_activity	0.0	False	0		0	0
137	137	acid_secretion	0.0	False	0		0	0
138	138	acid-thiol_ligase_activity	0.0	False	0		0	0
139	139	acireductone_dioxygenase_[iron(II)-requiring]_activity	0.0	False	0		0	0
140	140	acireductone_synthase_activity	0.0	False	0		0	0
141	141	aconitate_hydratase_activity	0.0	False	0		0	0
142	142	ACP_phosphopantetheine_attachment_site_binding_involved_in_fatty_acid_biosynthetic_process	0.0	False	0		0	0
143	143	acrosin_binding	0.0	False	0		0	0
144	144	acrosomal_matrix	0.0	False	0		0	0
145	145	acrosomal_membrane	0.0	False	0		0	0
146	146	acrosomal_vesicle	0.0	False	0		0	0
147	147	acrosomal_vesicle_exocytosis	0.0	False	0		0	0
148	148	acrosome_assembly	0.0	False	0		0	0
149	149	acrosome_matrix_dispersal	0.0	False	0		0	0
150	150	acrosome_reaction	0.0	False	0		0	0
151	151	actin_binding	0.0	False	0		0	0
152	152	actin_crosslink_formation	0.0	False	0		0	0
153	153	actin_cytoskeleton	6.0	False	0		0	0
154	154	actin_cytoskeleton_organization	0.0	False	0		0	0
155	155	actin_cytoskeleton_reorganization	0.0	False	0		0	0
156	156	actin-dependent_ATPase_activity	0.0	False	0		0	0
157	157	actin_filament	0.0	False	0		0	0
158	158	actin_filament-based_movement	0.0	False	0		0	0
159	159	actin_filament-based_process	0.0	False	0		0	0
160	160	actin_filament_binding	0.0	False	0		0	0
161	161	actin_filament_bundle	0.0	False	0		0	0
162	162	actin_filament_bundle_assembly	0.0	False	0		0	0
163	163	actin_filament_capping	0.0	False	0		0	0
164	164	actin_filament_depolymerization	0.0	False	0		0	0
165	165	actin_filament_network_formation	0.0	False	0		0	0
166	166	actin_filament_organization	0.0	False	0		0	0
167	167	actin_filament_polymerization	0.0	False	0		0	0
168	168	actin_filament_reorganization_involved_in_cell_cycle	0.0	False	0		0	0
169	169	actin_filament_severing	0.0	False	0		0	0
170	170	actinin_binding	0.0	False	0		0	0
171	171	actin-mediated_cell_contraction	0.0	False	0		0	0
172	172	actin_modification	0.0	False	0		0	0
173	173	actin_monomer_binding	0.0	False	0		0	0
174	174	actin-myosin_filament_sliding	0.0	False	0		0	0
175	175	actin_nucleation	1.0	False	0		0	0
176	176	actin_polymerization-dependent_cell_motility	0.0	False	0		0	0
177	177	actin_polymerization_or_depolymerization	0.0	False	0		0	0
178	178	actin_rod_assembly	0.0	False	0		0	0
179	179	activated_T_cell_proliferation	0.0	False	0		0	0
180	180	activating_transcription_factor_binding	0.0	False	0		0	0
181	181	activation-induced_cell_death_of_T_cells	5.0	False	0		0	0
182	182	activation_of_adenylate_cyclase_activity	0.0	False	0		0	0
183	183	activation_of_anaphase-promoting_complex_activity	0.0	False	0		0	0
184	184	activation_of_blood_coagulation_via_clotting_cascade	0.0	False	0		0	0
185	185	activation_of_Cdc42_GTPase_activity	0.0	False	0		0	0
186	186	activation_of_cysteine-type_endopeptidase_activity	0.0	False	0		0	0
187	187	activation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process	0.0	False	0		0	0
188	188	activation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process_by_cytochrome_c	0.0	False	0		0	0
189	189	activation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_signaling_pathway	0.0	False	0		0	0
190	190	activation_of_innate_immune_response	1.0	False	0		0	0
191	191	activation_of_JAK2_kinase_activity	0.0	False	0		0	0
192	192	activation_of_Janus_kinase_activity	0.0	False	0		0	0
193	193	activation_of_JNKK_activity	0.0	False	0		0	0
194	194	activation_of_JUN_kinase_activity	0.0	False	0		0	0
195	195	activation_of_MAPK_activity	0.0	False	0		0	0
196	196	activation_of_MAPK_activity_by_adrenergic_receptor_signaling_pathway	0.0	False	0		0	0
197	197	activation_of_MAPK_activity_involved_in_innate_immune_response	0.0	False	0		0	0
198	198	activation_of_MAPKK_activity	0.0	False	0		0	0
199	199	activation_of_MAPKKK_activity	0.0	False	0		0	0
200	200	activation_of_meiosis_involved_in_egg_activation	0.0	False	0		0	0
201	201	activation_of_mitotic_anaphase-promoting_complex_activity	0.0	False	0		0	0
202	202	activation_of_necroptosis_by_extracellular_signals	0.0	False	0		0	0
203	203	activation_of_necroptosis_of_activated-T_cells	0.0	False	0		0	0
204	204	activation_of_NF-kappaB-inducing_kinase_activity	0.0	False	0		0	0
205	205	activation_of_phospholipase_A2_activity	0.0	False	0		0	0
206	206	activation_of_phospholipase_A2_activity_by_calcium-mediated_signaling	0.0	False	0		0	0
207	207	activation_of_phospholipase_C_activity	0.0	False	0		0	0
208	208	activation_of_phospholipase_D_activity	0.0	False	0		0	0
209	209	activation_of_plasma_proteins_involved_in_acute_inflammatory_response	0.0	False	0		0	0
210	210	activation_of_protein_kinase_A_activity	0.0	False	0		0	0
211	211	activation_of_protein_kinase_activity	0.0	False	0		0	0
212	212	activation_of_protein_kinase_B_activity	0.0	False	0		0	0
213	213	activation_of_Rac_GTPase_activity	0.0	False	0		0	0
214	214	activation_of_Ral_GTPase_activity	0.0	False	0		0	0
215	215	activation_of_Rap_GTPase_activity	0.0	False	0		0	0
216	216	activation_of_Ras_GTPase_activity	0.0	False	0		0	0
217	217	activation_of_Rho_GTPase_activity	0.0	False	0		0	0
218	218	activation_of_signaling_protein_activity_involved_in_unfolded_protein_response	0.0	False	0		0	0
219	219	activation_of_store-operated_calcium_channel_activity	0.0	False	0		0	0
220	220	activation_of_transmembrane_receptor_protein_tyrosine_kinase_activity	0.0	False	0		0	0
221	221	active_induction_of_host_immune_response_by_virus	0.0	False	0		0	0
222	222	activin_A_complex	0.0	False	0		0	0
223	223	activin-activated_receptor_activity	0.0	False	0		0	0
224	224	activin_binding	5.0	False	0		0	0
225	225	activin_receptor_activity,_type_I	0.0	False	0		0	0
226	226	activin_receptor_activity,_type_II	0.0	False	0		0	0
227	227	activin_receptor_complex	0.0	False	0		0	0
228	228	activin_receptor_signaling_pathway	0.0	False	0		0	0
229	229	activin_responsive_factor_complex	0.0	False	0		0	0
230	230	actomyosin	0.0	False	0		0	0
231	231	actomyosin,_actin_part	0.0	False	0		0	0
232	232	actomyosin_contractile_ring	0.0	False	0		0	0
233	233	actomyosin_structure_organization	0.0	False	0		0	0
234	234	acute_inflammatory_response	0.0	False	0		0	0
235	235	acute-phase_response	0.0	False	0		0	0
236	236	acyl_binding	0.0	False	0		0	0
237	237	[acyl-carrier-protein]_S-malonyltransferase_activity	0.0	False	0		0	0
238	238	acyl-CoA_dehydrogenase_activity	0.0	False	0		0	0
239	239	acyl-CoA_hydrolase_activity	0.0	False	0		0	0
240	240	acyl-CoA_ligase_activity	0.0	False	0		0	0
241	241	acyl-CoA_metabolic_process	0.0	False	0		0	0
242	242	acyl-CoA_oxidase_activity	0.0	False	0		0	0
243	243	acylglycerol_acyl-chain_remodeling	0.0	False	0		0	0
244	244	acylglycerol_catabolic_process	0.0	False	0		0	0
245	245	acylglycerol_homeostasis	0.0	False	0		0	0
246	246	acylglycerol_lipase_activity	0.0	False	0		0	0
247	247	Ada2/Gcn5/Ada3_transcription_activator_complex	0.0	False	0		0	0
248	248	adaptive_immune_response	0.0	False	0		0	0
249	249	adenine_phosphoribosyltransferase_activity	0.0	False	0		0	0
250	250	adenine_salvage	0.0	False	0		0	0
251	251	adenine_transmembrane_transporter_activity	0.0	False	0		0	0
252	252	adenine_transport	0.0	False	0		0	0
253	253	adenohypophysis_development	0.0	False	0		0	0
254	254	adenosine_catabolic_process	0.0	False	0		0	0
255	255	adenosine_deaminase_activity	0.0	False	0		0	0
256	256	adenosine-diphosphatase_activity	0.0	False	0		0	0
257	257	adenosine_kinase_activity	0.0	False	0		0	0
258	258	adenosine_receptor_binding	0.0	False	0		0	0
259	259	adenosine_receptor_signaling_pathway	0.0	False	0		0	0
260	260	adenosine_to_inosine_editing	0.0	False	0		0	0
261	261	adenosylhomocysteinase_activity	0.0	False	0		0	0
262	262	adenosylmethionine_decarboxylase_activity	0.0	False	0		0	0
263	263	adenylate_cyclase-activating_dopamine_receptor_signaling_pathway	0.0	False	0		0	0
264	264	adenylate_cyclase-activating_G-protein_coupled_receptor_signaling_pathway	0.0	False	0		0	0
265	265	adenylate_cyclase_activity	0.0	False	0		0	0
266	266	adenylate_cyclase_binding	0.0	False	0		0	0
267	267	adenylate_cyclase-inhibiting_adrenergic_receptor_signaling_pathway	0.0	False	0		0	0
268	268	adenylate_cyclase-inhibiting_dopamine_receptor_signaling_pathway	0.0	False	0		0	0
269	269	adenylate_cyclase-inhibiting_G-protein_coupled_acetylcholine_receptor_signaling_pathway	0.0	False	0		0	0
270	270	adenylate_cyclase_inhibiting_G-protein_coupled_glutamate_receptor_activity	0.0	False	0		0	0
271	271	adenylate_cyclase-inhibiting_G-protein_coupled_glutamate_receptor_signaling_pathway	0.0	False	0		0	0
272	272	adenylate_cyclase-inhibiting_G-protein_coupled_receptor_signaling_pathway	0.0	False	0		0	0
273	273	adenylate_cyclase_inhibitor_activity	0.0	False	0		0	0
274	274	adenylate_cyclase-modulating_G-protein_coupled_receptor_signaling_pathway	0.0	False	0		0	0
275	275	adenylate_kinase_activity	0.0	False	0		0	0
276	276	adenylosuccinate_synthase_activity	0.0	False	0		0	0
277	277	adherens_junction	0.0	False	0		0	0
278	278	adherens_junction_assembly	0.0	False	0		0	0
279	279	adherens_junction_maintenance	0.0	False	0		0	0
280	280	adherens_junction_organization	0.0	False	0		0	0
281	281	adiponectin_binding	0.0	False	0		0	0
282	282	adiponectin-mediated_signaling_pathway	0.0	False	0		0	0
283	283	adipose_tissue_development	0.0	False	0		0	0
284	284	ADP-activated_nucleotide_receptor_activity	0.0	False	0		0	0
285	285	ADP_binding	0.0	False	0		0	0
286	286	ADP_biosynthetic_process	0.0	False	0		0	0
287	287	ADP_metabolic_process	0.0	False	0		0	0
288	288	ADP-ribose_diphosphatase_activity	0.0	False	0		0	0
289	289	ADP-ribosylarginine_hydrolase_activity	0.0	False	0		0	0
290	290	ADP-ribosylation_factor_binding	0.0	False	0		0	0
291	291	ADP-sugar_diphosphatase_activity	0.0	False	0		0	0
292	292	ADP_transmembrane_transporter_activity	0.0	False	0		0	0
293	293	ADP_transport	0.0	False	0		0	0
294	294	adrenal_cortex_formation	0.0	False	0		0	0
295	295	adrenal_gland_development	0.0	False	0		0	0
296	296	adrenergic_receptor_binding	0.0	False	0		0	0
297	297	adrenomedullin_receptor_activity	0.0	False	0		0	0
298	298	adult_behavior	0.0	False	0		0	0
299	299	adult_feeding_behavior	0.0	False	0		0	0
300	300	adult_heart_development	0.0	False	0		0	0
301	301	adult_locomotory_behavior	0.0	False	0		0	0
302	302	adult_walking_behavior	0.0	False	0		0	0
303	303	aerobic_respiration	0.0	False	0		0	0
304	304	AF-1_domain_binding	0.0	False	0		0	0
305	305	AF-2_domain_binding	0.0	False	0		0	0
306	306	age-dependent_response_to_reactive_oxygen_species	0.0	False	0		0	0
307	307	age-dependent_telomere_shortening	0.0	False	0		0	0
308	308	aggresome	0.0	False	0		0	0
309	309	aggresome_assembly	0.0	False	0		0	0
310	310	aging	0.0	False	0		0	0
311	311	agmatine_biosynthetic_process	0.0	False	0		0	0
312	312	AIM2_inflammasome_complex	0.0	False	0		0	0
313	313	alanine-glyoxylate_transaminase_activity	0.0	False	0		0	0
314	314	alanine_transport	0.0	False	0		0	0
315	315	alanine-tRNA_ligase_activity	0.0	False	0		0	0
316	316	alcohol_catabolic_process	0.0	False	0		0	0
317	317	alcohol_dehydrogenase_activity,_zinc-dependent	2.0	False	0		0	0
318	318	alcohol_dehydrogenase_(NAD)_activity	2.0	False	0		0	0
319	319	alcohol_dehydrogenase_(NADP+)_activity	0.0	False	0		0	0
320	320	alcohol_dehydrogenase_[NAD(P)+]_activity	0.0	False	0		0	0
321	321	alcohol_metabolic_process	0.0	False	0		0	0
322	322	alcohol_sulfotransferase_activity	0.0	False	0		0	0
323	323	aldehyde_catabolic_process	0.0	False	0		0	0
324	324	aldehyde_dehydrogenase_(NAD)_activity	0.0	False	0		0	0
325	325	aldehyde_dehydrogenase_[NAD(P)+]_activity	0.0	False	0		0	0
326	326	aldehyde_oxidase_activity	0.0	False	0		0	0
327	327	alditol:NADP+_1-oxidoreductase_activity	25.0	False	2	[24  1]	1	0
328	328	aldo-keto_reductase_(NADP)_activity	1.0	False	0		0	0
329	329	aldosterone_biosynthetic_process	9.0	False	0		0	0
330	330	alkaline_phosphatase_activity	1.0	False	0		0	0
331	331	alkaloid_catabolic_process	0.0	False	0		0	0
332	332	alkaloid_metabolic_process	0.0	False	0		0	0
333	333	alkane_1-monooxygenase_activity	0.0	False	0		0	0
334	334	alkenylglycerophosphocholine_hydrolase_activity	0.0	False	0		0	0
335	335	alkenylglycerophosphoethanolamine_hydrolase_activity	0.0	False	0		0	0
336	336	alkylglycerone-phosphate_synthase_activity	0.0	False	0		0	0
337	337	alkyl_hydroperoxide_reductase_activity	0.0	False	0		0	0
338	338	allantoin_metabolic_process	5.0	False	0		0	0
339	339	all-trans_retinal_binding	0.0	False	0		0	0
340	340	all-trans-retinol_13,14-reductase_activity	0.0	False	0		0	0
341	341	alpha-1,2-mannosyltransferase_activity	0.0	False	0		0	0
342	342	alpha-(1->3)-fucosyltransferase_activity	0.0	False	0		0	0
343	343	alpha-1,3-mannosyltransferase_activity	0.0	False	0		0	0
344	344	alpha-1,4-N-acetylgalactosaminyltransferase_activity	0.0	False	0		0	0
345	345	alpha-1,6-mannosylglycoprotein_6-beta-N-acetylglucosaminyltransferase_activity	0.0	False	0		0	0
346	346	alpha-1,6-mannosyltransferase_activity	0.0	False	0		0	0
347	347	alpha1-adrenergic_receptor_activity	0.0	False	0		0	0
348	348	alpha-1B_adrenergic_receptor_binding	0.0	False	0		0	0
349	349	alpha-2A_adrenergic_receptor_binding	0.0	False	0		0	0
350	350	alpha2-adrenergic_receptor_activity	0.0	False	0		0	0
351	351	alpha-2C_adrenergic_receptor_binding	0.0	False	0		0	0
352	352	alpha8-beta1_integrin_complex	0.0	False	0		0	0
353	353	alpha9-beta1_integrin-ADAM8_complex	0.0	False	0		0	0
354	354	alpha9-beta1_integrin-vascular_cell_adhesion_molecule-1_complex	0.0	False	0		0	0
355	355	alpha-actinin_binding	0.0	False	0		0	0
356	356	alpha,alpha-trehalase_activity	0.0	False	0		0	0
357	357	alpha-amino-3-hydroxy-5-methyl-4-isoxazole_propionate_receptor_clustering	0.0	False	0		0	0
358	358	alpha-amino-3-hydroxy-5-methyl-4-isoxazole_propionate_selective_glutamate_receptor_activity	0.0	False	0		0	0
359	359	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic_acid_selective_glutamate_receptor_complex	0.0	False	0		0	0
360	360	alpha-amylase_activity	0.0	False	0		0	0
361	361	alpha-beta_T_cell_activation	0.0	False	0		0	0
362	362	alpha-beta_T_cell_differentiation	0.0	False	0		0	0
363	363	alpha-catenin_binding	0.0	False	0		0	0
364	364	alpha_DNA_polymerase:primase_complex	0.0	False	0		0	0
365	365	alpha-galactosidase_activity	0.0	False	0		0	0
366	366	alpha-glucosidase_activity	0.0	False	0		0	0
367	367	alpha-ketoacid_dehydrogenase_activity	0.0	False	0		0	0
368	368	alpha-ketoglutarate_transport	0.0	False	0		0	0
369	369	alpha-L-fucosidase_activity	0.0	False	0		0	0
370	370	alpha-linolenic_acid_metabolic_process	0.0	False	0		0	0
371	371	alpha-methylacyl-CoA_racemase_activity	0.0	False	0		0	0
372	372	alpha-N-acetylgalactosaminidase_activity	0.0	False	0		0	0
373	373	alpha-N-acetylgalactosaminide_alpha-2,6-sialyltransferase_activity	0.0	False	0		0	0
374	374	alpha-N-acetylneuraminate_alpha-2,8-sialyltransferase_activity	0.0	False	0		0	0
375	375	alpha-sialidase_activity	0.0	False	0		0	0
376	376	alpha-tocopherol_omega-hydroxylase_activity	0.0	False	0		0	0
377	377	alpha-tubulin_binding	0.0	False	0		0	0
378	378	alphav-beta3_integrin-IGF-1-IGF1R_complex	0.0	False	0		0	0
379	379	alphav-beta3_integrin-vitronectin_complex	0.0	False	0		0	0
380	380	alternative_mRNA_splicing,_via_spliceosome	0.0	False	0		0	0
381	381	alveolar_lamellar_body	0.0	False	0		0	0
382	382	alveolar_primary_septum_development	0.0	False	0		0	0
383	383	amacrine_cell_differentiation	0.0	False	0		0	0
384	384	ameboidal_cell_migration	0.0	False	0		0	0
385	385	amelogenesis	0.0	False	0		0	0
386	386	amidase_activity	0.0	False	0		0	0
387	387	amine_biosynthetic_process	0.0	False	0		0	0
388	388	amine_metabolic_process	0.0	False	0		0	0
389	389	amine_N-methyltransferase_activity	0.0	False	0		0	0
390	390	amine_transmembrane_transporter_activity	0.0	False	0		0	0
391	391	amine_transport	0.0	False	0		0	0
392	392	amino_acid_binding	0.0	False	0		0	0
393	393	amino_acid_homeostasis	0.0	False	0		0	0
394	394	amino_acid_import	0.0	False	0		0	0
395	395	amino_acid_transmembrane_transport	0.0	False	0		0	0
396	396	amino_acid_transmembrane_transporter_activity	0.0	False	0		0	0
397	397	amino_acid_transport	0.0	False	0		0	0
398	398	aminoacylase_activity	0.0	False	0		0	0
399	399	aminoacyl-tRNA_hydrolase_activity	0.0	False	0		0	0
400	400	aminoacyl-tRNA_synthetase_multienzyme_complex	0.0	False	0		0	0
401	401	aminobutyraldehyde_dehydrogenase_activity	0.0	False	0		0	0
402	402	aminocarboxymuconate-semialdehyde_decarboxylase_activity	0.0	False	0		0	0
