	id	key	label	domain	nes	num_domains
49	49	AARS	AARS	0	-0.0	0.0
50	50	DDX19B	DDX19B	7	2.919183127041281	2.0
51	51	GCKR	GCKR	0	-0.0	0.0
52	52	AARS2	AARS2	0	-0.0	0.0
53	53	TMED1	TMED1	0	-0.0	0.0
54	54	CCKBR	CCKBR	0	-0.0	0.0
55	55	AARSD1	AARSD1	0	-0.0	0.0
56	56	PTGES3L-AARSD1	PTGES3L-AARSD1	0	-0.0	0.0
57	57	AASDH	AASDH	0	1.0541115283380735	0.0
58	58	PPAT	PPAT	0	-0.0	0.0
59	59	ENSA	ENSA	0	1.0302814937754872	0.0
60	60	AASDHPPT	AASDHPPT	0	-0.0	0.0
61	61	AASS	AASS	0	0.7659612923299198	0.0
62	62	HSD17B7	HSD17B7	0	0.5277852407456406	0.0
63	63	PTPRZ1	PTPRZ1	0	0.9563533512514831	0.0
64	64	NGF	NGF	0	1.1184179401214314	0.0
65	65	AATF	AATF	0	0.06919950104193755	0.0
66	66	AATK	AATK	0	-0.0	0.0
67	67	AATK-AS1	AATK-AS1	0	-0.0	0.0
68	68	BAIAP2	BAIAP2	0	2.3085079747795434	0.0
69	69	NDUFA10	NDUFA10	0	-0.0	0.0
70	70	AZI1	AZI1	0	-0.0	0.0
71	71	ABAT	ABAT	0	-0.0	0.0
72	72	TMEM186	TMEM186	0	-0.0	0.0
73	73	SLC2A1	SLC2A1	0	-0.0	0.0
74	74	TINAG	TINAG	0	-0.0	0.0
75	75	ABCA1	ABCA1	0	-0.0	0.0
76	76	SLC44A1	SLC44A1	0	0.4061705981395663	0.0
77	77	ABCA12	ABCA12	0	-0.0	0.0
78	78	ATIC	ATIC	0	-0.0	0.0
79	79	CACNB1	CACNB1	0	-0.0	0.0
80	80	ABCA2	ABCA2	0	-0.0	0.0
81	81	FUT7	FUT7	0	-0.0	0.0
82	82	GPCPD1	GPCPD1	0	-0.0	0.0
83	83	CLIC3	CLIC3	0	-0.0	0.0
84	84	ABCA3	ABCA3	0	1.33142151419208	0.0
85	85	DAZL	DAZL	0	0.32551216538357547	0.0
86	86	ERC2	ERC2	0	-0.0	0.0
87	87	MAPK3	MAPK3	0	0.040098381012221955	0.0
88	88	ABCA4	ABCA4	0	0.08008795613882945	0.0
89	89	ARHGAP29	ARHGAP29	0	-0.0	0.0
90	90	EPS15	EPS15	0	2.8905022426598905	0.0
91	91	ABCA5	ABCA5	0	-0.0	0.0
92	92	ABCA7	ABCA7	0	-0.0	0.0
93	93	TPTE2	TPTE2	0	-0.0	0.0
94	94	CERS2	CERS2	0	0.21491917327911086	0.0
95	95	ABCA8	ABCA8	0	0.18642668717579688	0.0
96	96	UBIAD1	UBIAD1	0	-0.0	0.0
97	97	EIF4E1B	EIF4E1B	0	-0.0	0.0
98	98	ABCB1	ABCB1	0	0.7683738311716447	0.0
99	99	DBF4	DBF4	0	-0.0	0.0
100	100	EPB41L1	EPB41L1	0	1.9024213649735136	0.0
101	101	ABCB4	ABCB4	0	-0.0	0.0
102	102	BAZ2A	BAZ2A	0	1.2421929440866726	0.0
103	103	ABCB10	ABCB10	0	-0.0	0.0
104	104	OR6Y1	OR6Y1	0	-0.0	0.0
105	105	NUP133	NUP133	0	-0.0	0.0
106	106	MAP7	MAP7	0	-0.0	0.0
107	107	GALNT5	GALNT5	0	-0.0	0.0
108	108	ABCB11	ABCB11	0	0.6132675453929268	0.0
109	109	DHRS9	DHRS9	0	0.6132675453929268	0.0
110	110	ABCB5	ABCB5	0	-0.0	0.0
111	111	KIF20B	KIF20B	0	-0.0	0.0
112	112	ABCB6	ABCB6	0	-0.0	0.0
113	113	ATG9A	ATG9A	0	-0.0	0.0
114	114	CATSPER2	CATSPER2	0	-0.0	0.0
115	115	TOMM22	TOMM22	0	-0.0	0.0
116	116	ZFAND2B	ZFAND2B	0	-0.0	0.0
117	117	ETS1	ETS1	0	1.698505700955485	0.0
118	118	ABCB8	ABCB8	0	-0.0	0.0
119	119	ASIC3	ASIC3	0	-0.0	0.0
120	120	CDK5	CDK5	0	0.6168316855690592	0.0
121	121	ABCB9	ABCB9	0	1.2053764119824362	0.0
122	122	ARL6IP4	ARL6IP4	0	0.2426432357109035	0.0
123	123	PITPNM2	PITPNM2	0	-0.0	0.0
124	124	PAK7	PAK7	0	0.9071546681853369	0.0
125	125	SELL	SELL	0	0.9124629218767755	0.0
126	126	ABCC1	ABCC1	0	0.647000784306289	0.0
127	127	OS9	OS9	0	-0.0	0.0
128	128	ABCC10	ABCC10	0	-0.0	0.0
129	129	LARP7	LARP7	0	0.7589095503999982	0.0
130	130	ZNF318	ZNF318	0	-0.0	0.0
131	131	ABCC11	ABCC11	0	-0.0	0.0
132	132	LONP2	LONP2	0	-0.0	0.0
133	133	SIAH1	SIAH1	0	-0.0	0.0
134	134	ABCC13	ABCC13	0	-0.0	0.0
135	135	HSPA13	HSPA13	0	-0.0	0.0
136	136	PHTF1	PHTF1	0	-0.0	0.0
137	137	ABCC2	ABCC2	0	-0.0	0.0
138	138	CRYZL1	CRYZL1	0	0.24230509835736777	0.0
139	139	TLL1	TLL1	0	-0.0	0.0
140	140	CUTC	CUTC	0	-0.0	0.0
141	141	ANKRD40	ANKRD40	0	-0.0	0.0
142	142	GBP1	GBP1	0	-0.0	0.0
143	143	ABCC4	ABCC4	0	-0.0	0.0
144	144	CLDN10	CLDN10	0	0.7021673765197737	0.0
145	145	C4orf27	C4orf27	0	-0.0	0.0
146	146	ABCC5	ABCC5	0	-0.0	0.0
147	147	ABCC5-AS1	ABCC5-AS1	0	-0.0	0.0
148	148	ABCC6	ABCC6	0	0.3205987070642453	0.0
149	149	RNF4	RNF4	0	0.009966576620215668	0.0
150	150	ABCC8	ABCC8	0	0.31602080845276326	0.0
151	151	USH1C	USH1C	0	-0.0	0.0
152	152	TDG	TDG	0	-0.0	0.0
153	153	KCNJ11	KCNJ11	0	-0.0	0.0
154	154	PNRC2	PNRC2	0	-0.0	0.0
155	155	ABCC9	ABCC9	0	-0.0	0.0
156	156	TRIM71	TRIM71	0	-0.0	0.0
157	157	FRA10AC1	FRA10AC1	0	-0.0	0.0
158	158	ABCD2	ABCD2	0	0.22759577819570187	0.0
159	159	CIR1	CIR1	0	0.04220996769518497	0.0
160	160	PAPSS2	PAPSS2	0	-0.0	0.0
161	161	KIF21A	KIF21A	0	0.2738488074336151	0.0
162	162	CLEC2D	CLEC2D	0	-0.0	0.0
163	163	ABCD3	ABCD3	0	-0.0	0.0
164	164	F3	F3	0	-0.0	0.0
165	165	ABCD4	ABCD4	0	-0.0	0.0
166	166	VSX2	VSX2	0	-0.0	0.0
167	167	ABCE1	ABCE1	0	-0.0	0.0
168	168	OTUD4	OTUD4	0	0.5277852407456406	0.0
169	169	AMHR2	AMHR2	0	-0.0	0.0
170	170	DENND3	DENND3	0	-0.0	0.0
171	171	ANAPC10	ANAPC10	0	0.5740837353698239	0.0
172	172	ABCF1	ABCF1	0	-0.0	0.0
173	173	PPP1R10	PPP1R10	0	-0.0	0.0
174	174	GNL1	GNL1	0	-0.0	0.0
175	175	HLA-E	HLA-E	0	-0.0	0.0
176	176	ABCF2	ABCF2	0	-0.0	0.0
177	177	CHPF2	CHPF2	0	0.32742361945021387	0.0
178	178	SMARCD3	SMARCD3	0	-0.0	0.0
179	179	ABCG1	ABCG1	0	-0.0	0.0
180	180	TFF3	TFF3	0	-0.0	0.0
181	181	ABCG2	ABCG2	0	-0.0	0.0
182	182	PPM1K	PPM1K	0	0.5283339697429124	0.0
183	183	PKD2	PKD2	0	-0.0	0.0
184	184	ABCG4	ABCG4	0	4.208423510440792	0.0
185	185	CSAD	CSAD	0	0.9264272108583775	0.0
186	186	PTPN18	PTPN18	0	-0.0	0.0
187	187	HINFP	HINFP	0	-0.0	0.0
188	188	AMPH	AMPH	0	-0.0	0.0
189	189	ABCG5	ABCG5	0	2.0957327655629805	0.0
190	190	ABCG8	ABCG8	10	1.602042409407198	1.0
191	191	GRM2	GRM2	0	3.396762761228365	0.0
192	192	DYNC2LI1	DYNC2LI1	0	1.3279586865911435	0.0
193	193	ADCY8	ADCY8	0	-0.0	0.0
194	194	PAICS	PAICS	0	0.4076096941599029	0.0
195	195	ZP3	ZP3	0	2.3553700760665506	0.0
196	196	ABHD1	ABHD1	0	0.10330723842660935	0.0
197	197	PREB	PREB	0	1.0943789229301826	0.0
198	198	LEMD2	LEMD2	0	0.5047220096726427	0.0
199	199	PTDSS1	PTDSS1	0	0.686363295114331	0.0
200	200	DAP	DAP	0	0.6679475495859919	0.0
201	201	ABHD10	ABHD10	0	0.5742387660029531	0.0
202	202	IFT57	IFT57	0	-0.0	0.0
203	203	PHLDB2	PHLDB2	0	-0.0	0.0
204	204	PLCXD2	PLCXD2	0	-0.0	0.0
205	205	XPA	XPA	0	-0.0	0.0
206	206	ABHD11	ABHD11	7	7.0893249081521	2.0
207	207	IL17RA	IL17RA	0	0.1437453097694384	0.0
208	208	VSIG2	VSIG2	0	-0.0	0.0
209	209	ABHD14A-ACY1	ABHD14A-ACY1	0	-0.0	0.0
210	210	ACY1	ACY1	0	-0.0	0.0
211	211	GPR62	GPR62	7	1.7242095956388312	1.0
212	212	DPYSL2	DPYSL2	7	7.7970998750571425	2.0
213	213	ABHD17A	ABHD17A	0	-0.0	0.0
214	214	ABHD2	ABHD2	0	0.2029334192103585	0.0
215	215	RLBP1	RLBP1	0	0.7652908892406044	0.0
216	216	ABHD3	ABHD3	0	-0.0	0.0
217	217	SNRPD1	SNRPD1	0	-0.0	0.0
218	218	FECH	FECH	0	-0.0	0.0
219	219	ABHD5	ABHD5	0	0.44511468958961337	0.0
220	220	EPS15L1	EPS15L1	0	-0.0	0.0
221	221	SLC6A5	SLC6A5	0	0.853507591159658	0.0
222	222	HORMAD2	HORMAD2	0	-0.0	0.0
223	223	ABI1	ABI1	0	-0.0	0.0
224	224	GLS2	GLS2	0	-0.0	0.0
225	225	PDSS1	PDSS1	0	-0.0	0.0
226	226	ALS2CR12	ALS2CR12	0	-0.0	0.0
227	227	ABI2	ABI2	0	-0.0	0.0
228	228	DHCR24	DHCR24	0	-0.0	0.0
229	229	ABI3	ABI3	0	0.18044659887567246	0.0
230	230	GNGT2	GNGT2	0	-0.0	0.0
231	231	ABI3BP	ABI3BP	0	0.3048776200955991	0.0
232	232	PGM3	PGM3	0	-0.0	0.0
233	233	DDX58	DDX58	0	0.23895058206916261	0.0
234	234	RAPGEF4	RAPGEF4	0	-0.0	0.0
235	235	ABL1	ABL1	0	-0.0	0.0
236	236	QRFP	QRFP	0	-0.0	0.0
237	237	BIN2	BIN2	0	-0.0	0.0
238	238	EXOSC2	EXOSC2	0	-0.0	0.0
239	239	SPTAN1	SPTAN1	0	-0.0	0.0
240	240	ABL2	ABL2	0	-0.0	0.0
241	241	FUK	FUK	0	-0.0	0.0
242	242	TBX18	TBX18	0	0.038886330805512924	0.0
243	243	ABLIM1	ABLIM1	0	1.277007719485003	0.0
244	244	RBM8A	RBM8A	0	-0.0	0.0
245	245	AFAP1L2	AFAP1L2	0	0.664591652039364	0.0
246	246	CATSPER4	CATSPER4	0	-0.0	0.0
247	247	ABLIM2	ABLIM2	0	-0.0	0.0
248	248	GALNT3	GALNT3	0	0.1949801339851033	0.0
249	249	AFAP1	AFAP1	0	-0.0	0.0
250	250	AFAP1-AS1	AFAP1-AS1	0	-0.0	0.0
251	251	CUL3	CUL3	0	-0.0	0.0
252	252	MYL5	MYL5	0	-0.0	0.0
253	253	ABLIM3	ABLIM3	0	-0.0	0.0
254	254	ABO	ABO	0	-0.0	0.0
255	255	CEACAM8	CEACAM8	0	-0.0	0.0
256	256	ABP1	ABP1	0	1.7388613838827987	0.0
257	257	ABR	ABR	0	-0.0	0.0
258	258	YARS2	YARS2	0	-0.0	0.0
259	259	ABRA	ABRA	0	-0.0	0.0
260	260	OXR1	OXR1	0	-0.0	0.0
261	261	ZCWPW2	ZCWPW2	0	-0.0	0.0
262	262	PITPNM1	PITPNM1	0	-0.0	0.0
263	263	ABT1	ABT1	0	-0.0	0.0
264	264	UBE2K	UBE2K	0	-0.0	0.0
265	265	ABTB1	ABTB1	0	-0.0	0.0
266	266	MGLL	MGLL	0	-0.0	0.0
267	267	MCM2	MCM2	0	-0.0	0.0
268	268	PODXL2	PODXL2	0	-0.0	0.0
269	269	IL17B	IL17B	0	-0.0	0.0
270	270	TPRA1	TPRA1	0	-0.0	0.0
271	271	ABTB2	ABTB2	0	-0.0	0.0
272	272	CAT	CAT	0	0.3715615619221455	0.0
273	273	ATXN10	ATXN10	11	2.2883688361796928	2.0
274	274	EMILIN1	EMILIN1	0	0.4626685324967428	0.0
275	275	AGO1	AGO1	0	-0.0	0.0
276	276	CAPRIN1	CAPRIN1	0	-0.0	0.0
277	277	NAT10	NAT10	0	-0.0	0.0
278	278	TUBA3E	TUBA3E	0	-0.0	0.0
279	279	ACAA1	ACAA1	0	-0.0	0.0
280	280	DLEC1	DLEC1	0	-0.0	0.0
281	281	FASTKD1	FASTKD1	0	-0.0	0.0
282	282	INTS2	INTS2	0	-0.0	0.0
283	283	MTHFS	MTHFS	0	3.4457330865659666	0.0
284	284	ACAA2	ACAA2	0	0.06919950104193755	0.0
285	285	ACACA	ACACA	0	0.4663231664583855	0.0
286	286	DUSP14	DUSP14	0	-0.0	0.0
287	287	TADA2A	TADA2A	0	0.5971924871023684	0.0
288	288	ACACB	ACACB	0	-0.0	0.0
289	289	FOXN4	FOXN4	0	-0.0	0.0
290	290	LEO1	LEO1	0	-0.0	0.0
291	291	HES3	HES3	0	0.1271914480162483	0.0
292	292	UNG	UNG	0	-0.0	0.0
293	293	GABRD	GABRD	0	0.29236626920907066	0.0
294	294	BMP2	BMP2	0	-0.0	0.0
295	295	ACAD10	ACAD10	0	0.48383508531786756	0.0
296	296	ALDH2	ALDH2	0	0.6748330878913759	0.0
297	297	ZNF274	ZNF274	0	-0.0	0.0
298	298	BRAP	BRAP	0	0.9563533512514831	0.0
299	299	TNFRSF10A	TNFRSF10A	0	-0.0	0.0
300	300	ACAD11	ACAD11	0	2.594422912212612	0.0
301	301	CCRL1	CCRL1	0	3.8894982830349925	0.0
302	302	NPHP3-ACAD11	NPHP3-ACAD11	0	3.3492880562984926	0.0
303	303	UBA5	UBA5	0	3.066051461180791	0.0
304	304	AGGF1	AGGF1	0	3.4170232329703896	0.0
305	305	NPHP3	NPHP3	0	0.9563533512514831	0.0
306	306	ACAD8	ACAD8	1	9.422628227892837	8.0
307	307	MN1	MN1	0	0.2866341596003493	0.0
308	308	SMC5	SMC5	0	0.05285531663890188	0.0
309	309	THYN1	THYN1	1	8.886378784152356	8.0
310	310	SLC25A36	SLC25A36	0	-0.0	0.0
311	311	SMPDL3A	SMPDL3A	1	8.931801619135182	8.0
312	312	VPS26B	VPS26B	1	6.065904708783666	7.0
313	313	TLE1	TLE1	0	-0.0	0.0
314	314	ACAD9	ACAD9	0	-0.0	0.0
315	315	ACADL	ACADL	0	0.5991937643706783	0.0
316	316	MYL1	MYL1	0	-0.0	0.0
317	317	TYSND1	TYSND1	0	-0.0	0.0
318	318	ACADM	ACADM	8	2.5392175109216355	1.0
319	319	RABGGTB	RABGGTB	0	-0.0	0.0
320	320	PSMD11	PSMD11	8	1.752339999797486	1.0
321	321	NCAPG2	NCAPG2	8	3.183858214096676	1.0
322	322	ACADS	ACADS	0	-0.0	0.0
323	323	MLEC	MLEC	0	-0.0	0.0
324	324	UNC119B	UNC119B	0	-0.0	0.0
325	325	MTMR7	MTMR7	0	-0.0	0.0
326	326	IRF2BP2	IRF2BP2	0	-0.0	0.0
327	327	ACADSB	ACADSB	0	-0.0	0.0
328	328	ACADVL	ACADVL	0	0.21046953602431248	0.0
329	329	DLG4	DLG4	0	-0.0	0.0
330	330	DVL2	DVL2	0	0.20917641688051683	0.0
331	331	CSTF2T	CSTF2T	0	0.039372473504136966	0.0
332	332	ACAN	ACAN	0	0.21046953602431248	0.0
333	333	OR2V1	OR2V1	0	-0.0	0.0
334	334	ISG20	ISG20	0	-0.0	0.0
335	335	ACAT1	ACAT1	7	5.4034611048493595	2.0
336	336	NPAT	NPAT	7	10.61659897817606	2.0
337	337	CYP2C8	CYP2C8	7	4.9735728232005885	2.0
338	338	CUL5	CUL5	7	6.566454831026864	2.0
339	339	ZNF281	ZNF281	7	6.280993600449178	2.0
340	340	RFX3	RFX3	7	5.981528549204804	2.0
341	341	ACAT2	ACAT2	0	-0.0	0.0
342	342	TCP1	TCP1	0	-0.0	0.0
343	343	WTAP	WTAP	0	0.2191425667473178	0.0
344	344	CDH12	CDH12	0	1.2975733169984718	0.0
345	345	ACBD3	ACBD3	0	-0.0	0.0
346	346	RRM1	RRM1	0	-0.0	0.0
347	347	MED30	MED30	0	-0.0	0.0
348	348	H3F3A	H3F3A	0	-0.0	0.0
349	349	CXCR6	CXCR6	7	11.37011501596001	2.0
350	350	GAK	GAK	0	-0.0	0.0
351	351	ACBD5	ACBD5	0	-0.0	0.0
352	352	ACBD6	ACBD6	0	0.40294394384025367	0.0
353	353	XPR1	XPR1	0	0.9641303227085131	0.0
354	354	ACCS	ACCS	0	0.8606686619434873	0.0
355	355	EXT2	EXT2	0	-0.0	0.0
356	356	ACE	ACE	0	-0.0	0.0
357	357	ACER1	ACER1	1	5.673000228401572	7.0
358	358	CLPP	CLPP	1	9.07180471480766	8.0
359	359	GOLGA2	GOLGA2	0	-0.0	0.0
360	360	MLLT1	MLLT1	0	-0.0	0.0
361	361	ACER2	ACER2	0	-0.0	0.0
362	362	UBE2W	UBE2W	0	-0.0	0.0
363	363	ACER3	ACER3	0	-0.0	0.0
364	364	B3GNT6	B3GNT6	0	1.665085566391671	0.0
365	365	ACHE	ACHE	0	0.20928640640478627	0.0
366	366	SRRT	SRRT	0	0.11940126055958716	0.0
367	367	UFSP1	UFSP1	0	0.07775461900304212	0.0
368	368	CDH6	CDH6	0	-0.0	0.0
369	369	TRIP6	TRIP6	0	0.01884292623407074	0.0
370	370	NPPB	NPPB	0	-0.0	0.0
371	371	ACIN1	ACIN1	0	0.03610234494163709	0.0
372	372	PDGFRB	PDGFRB	7	8.443618653726448	2.0
373	373	ACLY	ACLY	0	0.343536446341368	0.0
374	374	TTC25	TTC25	0	0.491353527284539	0.0
375	375	EZH1	EZH1	0	-0.0	0.0
376	376	ZNRF1	ZNRF1	0	3.290872823845545	0.0
377	377	ACMSD	ACMSD	0	-0.0	0.0
378	378	CCNT2	CCNT2	0	-0.0	0.0
379	379	NFYA	NFYA	0	-0.0	0.0
380	380	ACN9	ACN9	0	-0.0	0.0
381	381	SLN	SLN	0	-0.0	0.0
382	382	DLX5	DLX5	0	-0.0	0.0
383	383	ACO1	ACO1	0	-0.0	0.0
384	384	AGO2	AGO2	0	-0.0	0.0
385	385	ACO2	ACO2	7	6.649062943229712	2.0
386	386	POLR3H	POLR3H	0	-0.0	0.0
387	387	PHF5A	PHF5A	7	5.368204191348775	2.0
388	388	TEFM	TEFM	0	-0.0	0.0
389	389	TOB2	TOB2	7	6.141247436167076	2.0
390	390	ACOT11	ACOT11	0	0.709155263401223	0.0
391	391	FAM151A	FAM151A	0	0.04250645067738679	0.0
392	392	SPC24	SPC24	0	0.519422066614828	0.0
393	393	ANGPT4	ANGPT4	0	0.19032353162055782	0.0
394	394	ACOT12	ACOT12	0	-0.0	0.0
395	395	SSBP2	SSBP2	0	-0.0	0.0
396	396	ZCCHC9	ZCCHC9	0	-0.0	0.0
397	397	SORBS3	SORBS3	0	-0.0	0.0
398	398	ACOT13	ACOT13	0	-0.0	0.0
399	399	C6orf62	C6orf62	0	-0.0	0.0
400	400	VAT1	VAT1	0	0.05771255054589208	0.0
401	401	MASP2	MASP2	0	0.3055413734736124	0.0
402	402	TDP2	TDP2	0	-0.0	0.0
403	403	UBE2L6	UBE2L6	0	0.9835161118011637	0.0
404	404	ACOT2	ACOT2	0	-0.0	0.0
405	405	ACOT4	ACOT4	0	-0.0	0.0
406	406	ACOT6	ACOT6	0	-0.0	0.0
407	407	NPAS2	NPAS2	0	-0.0	0.0
408	408	OR6C68	OR6C68	0	0.32742361945021387	0.0
409	409	ACOT7	ACOT7	0	-0.0	0.0
410	410	ACOT8	ACOT8	0	0.3205987070642453	0.0
411	411	ACOX1	ACOX1	0	0.7579634131539164	0.0
412	412	TEN1	TEN1	0	1.0167441768879013	0.0
413	413	TEN1-CDK3	TEN1-CDK3	0	1.057293137443936	0.0
414	414	ZNF345	ZNF345	0	0.33228775163619473	0.0
415	415	WDR61	WDR61	0	0.2618399092002006	0.0
416	416	FBF1	FBF1	0	1.084892506283398	0.0
417	417	MRPL38	MRPL38	0	1.1010759571372648	0.0
418	418	TES	TES	0	1.617644466625204	0.0
419	419	ACOX2	ACOX2	0	0.2426432357109035	0.0
420	420	FAM107A	FAM107A	0	0.5831817726575842	0.0
421	421	PCDHGB4	PCDHGB4	0	0.5558206809858256	0.0
422	422	MRPL9	MRPL9	0	0.22624104024203234	0.0
423	423	ACOX3	ACOX3	0	-0.0	0.0
424	424	CDKN1C	CDKN1C	0	0.4979461973157828	0.0
425	425	P2RX2	P2RX2	0	-0.0	0.0
426	426	FRZB	FRZB	0	-0.0	0.0
427	427	HTRA3	HTRA3	0	-0.0	0.0
428	428	ACOXL	ACOXL	0	0.4306210284864916	0.0
429	429	BCL2L11	BCL2L11	0	0.16501112851394534	0.0
430	430	BTLA	BTLA	0	0.7836755093650286	0.0
431	431	ARHGEF2	ARHGEF2	0	0.684188285985493	0.0
432	432	BUB1	BUB1	0	-0.0	0.0
433	433	EXOSC1	EXOSC1	0	0.2738488074336151	0.0
434	434	ACP1	ACP1	0	-0.0	0.0
435	435	FGF2	FGF2	0	-0.0	0.0
436	436	SH3YL1	SH3YL1	0	-0.0	0.0
437	437	ACP2	ACP2	0	-0.0	0.0
438	438	MADD	MADD	0	1.18407812966776	0.0
439	439	NR1H3	NR1H3	0	-0.0	0.0
440	440	S1PR5	S1PR5	0	-0.0	0.0
441	441	TNNT3	TNNT3	0	-0.0	0.0
442	442	ACP5	ACP5	0	-0.0	0.0
443	443	HESX1	HESX1	0	0.3947118713862772	0.0
444	444	ACP6	ACP6	0	-0.0	0.0
445	445	ACPP	ACPP	0	-0.0	0.0
446	446	CST5	CST5	0	-0.0	0.0
447	447	ACR	ACR	0	-0.0	0.0
448	448	ACRBP	ACRBP	0	-0.0	0.0
449	449	ASTN1	ASTN1	0	-0.0	0.0
450	450	LPAR5	LPAR5	0	-0.0	0.0
451	451	ITM2B	ITM2B	0	-0.0	0.0
452	452	ACRV1	ACRV1	0	-0.0	0.0
453	453	CHEK1	CHEK1	0	-0.0	0.0
454	454	SYNE2	SYNE2	0	-0.0	0.0
455	455	NCF2	NCF2	0	10.132873510448684	0.0
456	456	DCTN3	DCTN3	0	-0.0	0.0
457	457	ACSBG1	ACSBG1	0	-0.0	0.0
458	458	IDH3A	IDH3A	0	-0.0	0.0
459	459	CXCL2	CXCL2	0	-0.0	0.0
460	460	OR5K1	OR5K1	0	-0.0	0.0
461	461	ATP4A	ATP4A	0	-0.0	0.0
462	462	ACSBG2	ACSBG2	0	-0.0	0.0
463	463	ACSF3	ACSF3	0	-0.0	0.0
464	464	RGS16	RGS16	0	-0.0	0.0
465	465	ACSL1	ACSL1	0	-0.0	0.0
466	466	ACSL3	ACSL3	0	0.6777841765006444	0.0
467	467	ACSL5	ACSL5	0	-0.0	0.0
468	468	ACSL6	ACSL6	0	-0.0	0.0
469	469	IL3	IL3	0	-0.0	0.0
470	470	FNIP1	FNIP1	0	-0.0	0.0
471	471	RAPGEF6	RAPGEF6	0	-0.0	0.0
472	472	ACSM1	ACSM1	0	-0.0	0.0
473	473	TMEM11	TMEM11	0	1.3091865540400471	0.0
474	474	ACSM2A	ACSM2A	0	-0.0	0.0
475	475	ACSM2B	ACSM2B	0	-0.0	0.0
476	476	GRIN2C	GRIN2C	0	-0.0	0.0
477	477	ACSM3	ACSM3	0	-0.0	0.0
478	478	DCUN1D3	DCUN1D3	0	-0.0	0.0
479	479	LOC81691	LOC81691	0	-0.0	0.0
480	480	EPB41L2	EPB41L2	0	-0.0	0.0
481	481	MTRF1	MTRF1	0	-0.0	0.0
482	482	ACSS1	ACSS1	0	-0.0	0.0
483	483	BCAR1	BCAR1	0	0.3103760234165019	0.0
484	484	APMAP	APMAP	0	-0.0	0.0
485	485	CST7	CST7	0	1.9283864040451693	0.0
486	486	COG2	COG2	0	-0.0	0.0
487	487	ACSS2	ACSS2	0	-0.0	0.0
488	488	GSS	GSS	0	-0.0	0.0
489	489	GGT7	GGT7	0	-0.0	0.0
490	490	EEF1E1	EEF1E1	0	1.60531972333507	0.0
491	491	ACTA1	ACTA1	0	0.9324270062799507	0.0
492	492	HTR1B	HTR1B	0	-0.0	0.0
493	493	CCSAP	CCSAP	0	-0.0	0.0
494	494	SCN4A	SCN4A	0	-0.0	0.0
